interaction_id,user_id,product_id,category,price,date,month,clicked,purchased,seasonal_multiplier
I0096899,U03009,F0065,fashion,177.82,2023-01-06,1,1,0,2.161
I0096900,U07093,F0152,fashion,199.82,2024-07-16,7,0,0,1.815
I0096901,U05920,F0307,fashion,255.69,2024-09-27,9,0,0,0.731
I0096902,U09262,E0195,electronics,868.01,2023-05-31,5,0,0,0.74
I0096903,U00699,E0232,electronics,1051.92,2024-04-02,4,0,0,0.949
I0096904,U04606,F0238,fashion,90.11,2024-11-05,11,1,0,0.863
I0096905,U02194,F0273,fashion,141.57,2023-03-24,3,0,0,1.127
I0096906,U06840,F0061,fashion,124.43,2023-05-28,5,0,0,1.109
I0096907,U04070,F0160,fashion,238.32,2024-12-21,12,1,1,2.159
I0096908,U08353,E0163,electronics,239.11,2024-07-12,7,1,0,0.983
I0096909,U03798,F0391,fashion,67.11,2024-04-08,4,0,0,1.115
I0096910,U04014,E0001,electronics,348.58,2024-06-01,6,0,0,0.554
I0096911,U00759,E0248,electronics,596.2,2023-03-16,3,0,0,0.808
I0096912,U03868,E0169,electronics,887.78,2023-11-29,11,1,0,2.888
I0096913,U08323,F0012,fashion,50.35,2024-02-14,2,0,0,0.773
I0096914,U03563,F0251,fashion,287.23,2024-01-18,1,0,0,1.662
I0096915,U09693,F0413,fashion,256.14,2024-06-03,6,0,0,1.223
I0096916,U09755,F0198,fashion,293.68,2024-12-28,12,0,0,1.793
I0096917,U00471,E0238,electronics,547.67,2024-03-31,3,1,0,1.186
I0096918,U05038,E0180,electronics,1352.36,2023-09-21,9,0,0,1.929
I0096919,U04273,E0287,electronics,1296.72,2023-03-29,3,0,0,0.671
I0096920,U01771,E0157,electronics,1141.14,2024-02-28,2,0,0,0.893
I0096921,U01228,F0401,fashion,110.73,2024-01-15,1,0,0,1.211
I0096922,U06110,F0185,fashion,228.54,2024-11-27,11,0,0,1.302
I0096923,U02714,F0166,fashion,245.8,2024-08-26,8,1,0,1.931
I0096924,U03831,E0033,electronics,310.56,2024-06-15,6,1,0,1.012
I0096925,U08489,F0258,fashion,149.68,2023-08-06,8,0,0,1.941
I0096926,U03993,F0486,fashion,108.1,2023-04-16,4,0,0,1.109
I0096927,U09004,E0185,electronics,949.65,2024-01-06,1,0,0,0.666
I0096928,U05076,E0213,electronics,1431.07,2024-07-31,7,0,0,0.993
I0096929,U03567,E0010,electronics,895.95,2024-09-04,9,0,0,1.863
I0096930,U08293,F0024,fashion,277.27,2023-08-07,8,1,0,1.838
I0096931,U03363,F0444,fashion,216.13,2023-04-23,4,0,0,0.893
I0096932,U09726,F0002,fashion,91.22,2023-07-30,7,0,0,0.953
I0096933,U05809,F0381,fashion,248.65,2024-12-05,12,0,0,1.99
I0096934,U06729,E0273,electronics,922.19,2024-06-04,6,0,0,1.419
I0096935,U09357,F0260,fashion,47.84,2023-12-29,12,0,0,1.794
I0096936,U09808,F0492,fashion,223.85,2023-12-14,12,0,0,0.889
I0096937,U01025,E0047,electronics,194.81,2024-11-09,11,0,0,2.36
I0096938,U06903,E0278,electronics,731.35,2024-07-05,7,0,0,0.673
I0096939,U06078,E0009,electronics,103.63,2023-02-13,2,0,0,0.778
I0096940,U02688,E0103,electronics,1230.77,2024-03-02,3,0,0,0.796
I0096941,U06831,F0202,fashion,253.84,2024-01-15,1,0,0,2.163
I0096942,U06017,E0202,electronics,147.2,2024-04-18,4,0,0,0.625
I0096943,U04830,E0110,electronics,723.26,2024-05-29,5,0,0,0.707
I0096944,U05275,F0043,fashion,259.63,2024-03-28,3,1,0,1.16
I0096945,U00017,E0267,electronics,1369.66,2023-10-06,10,0,0,0.869
I0096946,U01991,F0221,fashion,276.65,2024-03-03,3,0,0,0.886
I0096947,U05282,F0022,fashion,205.11,2023-10-26,10,0,0,0.705
I0096948,U00338,E0194,electronics,779.36,2023-07-24,7,0,0,0.679
I0096949,U07343,E0049,electronics,695.52,2023-05-10,5,0,0,0.882
I0096950,U00186,F0328,fashion,169.67,2023-09-11,9,0,0,0.896
I0096951,U05371,F0204,fashion,28.67,2023-04-17,4,0,0,0.99
I0096952,U01195,F0399,fashion,82.21,2023-11-24,11,0,0,1.358
I0096953,U01005,E0144,electronics,971.15,2024-08-07,8,0,0,1.836
I0096954,U05730,E0101,electronics,816.55,2023-07-25,7,0,0,1.237
I0096955,U09995,F0234,fashion,149.57,2024-10-22,10,0,0,1.458
I0096956,U06393,E0285,electronics,1289.94,2024-01-09,1,1,0,0.667
I0096957,U08689,F0044,fashion,138.41,2024-12-29,12,0,0,1.773
I0096958,U07276,F0104,fashion,289.53,2023-03-20,3,0,0,0.931
I0096959,U07825,F0064,fashion,179.6,2023-09-14,9,0,0,1.444
I0096960,U09541,F0359,fashion,111.63,2023-08-09,8,0,0,1.86
I0096961,U02700,E0088,electronics,332.6,2024-10-12,10,0,0,0.868
I0096962,U04486,F0188,fashion,77.35,2023-08-03,8,1,0,2.049
I0096963,U09443,F0276,fashion,160.62,2023-03-26,3,1,0,1.122
I0096964,U09670,E0096,electronics,212.32,2023-01-25,1,0,0,0.876
I0096965,U09035,E0017,electronics,762.62,2023-06-04,6,0,0,0.709
I0096966,U00450,E0292,electronics,256.4,2024-05-03,5,0,0,0.624
I0096967,U09700,E0075,electronics,229.72,2023-04-15,4,0,0,1.0
I0096968,U00989,E0026,electronics,483.93,2023-12-18,12,0,0,0.972
I0096969,U08410,F0455,fashion,221.12,2024-10-05,10,0,0,0.954
I0096970,U02202,F0219,fashion,188.28,2023-09-04,9,0,0,0.664
I0096971,U00778,E0176,electronics,1240.99,2023-03-18,3,0,0,0.77
I0096972,U02769,E0173,electronics,387.55,2023-10-16,10,0,0,0.713
I0096973,U06918,E0149,electronics,785.63,2024-08-27,8,0,0,1.56
I0096974,U03201,E0229,electronics,36.74,2023-07-24,7,0,0,0.504
I0096975,U01593,F0385,fashion,167.51,2024-07-23,7,1,0,2.426
I0096976,U00199,E0020,electronics,944.6,2024-04-30,4,0,0,0.687
I0096977,U04951,F0045,fashion,16.49,2023-11-15,11,0,0,1.788
I0096978,U04608,F0491,fashion,64.78,2023-07-30,7,0,0,1.036
I0096979,U04719,E0114,electronics,714.31,2023-05-15,5,0,0,1.093
I0096980,U00430,F0120,fashion,103.68,2024-09-11,9,0,0,0.613
I0096981,U08543,E0298,electronics,289.09,2024-10-03,10,1,0,0.976
I0096982,U01250,E0067,electronics,1391.54,2023-10-16,10,0,0,0.552
I0096983,U03537,F0003,fashion,152.19,2023-05-23,5,0,0,0.909
I0096984,U03361,F0130,fashion,219.08,2024-06-28,6,0,0,1.982
I0096985,U00228,F0030,fashion,256.34,2024-01-07,1,0,0,1.401
I0096986,U03438,F0066,fashion,40.74,2024-12-15,12,0,0,1.325
I0096987,U06790,E0104,electronics,376.88,2024-03-15,3,0,0,1.477
I0096988,U03862,F0163,fashion,267.82,2023-11-12,11,0,0,2.143
I0096989,U08400,E0248,electronics,596.2,2023-07-13,7,0,0,0.507
I0096990,U00439,F0131,fashion,121.34,2024-03-07,3,0,0,0.926
I0096991,U01605,E0092,electronics,519.17,2024-10-25,10,0,0,0.723
I0096992,U05501,F0079,fashion,108.52,2023-08-27,8,0,0,1.98
I0096993,U08382,E0169,electronics,887.78,2023-12-25,12,1,0,2.354
I0096994,U08874,E0003,electronics,238.25,2024-09-25,9,0,0,0.97
I0096995,U01708,E0176,electronics,1240.99,2024-11-11,11,1,0,2.864
I0096996,U04963,E0001,electronics,348.58,2024-01-02,1,1,1,0.964
I0096997,U02846,E0213,electronics,1431.07,2024-11-24,11,0,0,2.27
I0096998,U02720,E0106,electronics,1299.87,2023-07-15,7,0,0,1.473
I0096999,U06079,F0049,fashion,61.36,2024-01-10,1,1,0,1.915
I0097000,U08863,E0133,electronics,910.73,2024-11-27,11,0,0,2.853
I0097001,U08394,E0085,electronics,1304.2,2024-07-08,7,0,0,0.507
I0097002,U09705,F0492,fashion,223.85,2024-01-31,1,1,0,1.95
I0097003,U05231,F0098,fashion,265.18,2024-11-02,11,1,0,1.845
I0097004,U08351,F0302,fashion,264.32,2024-12-06,12,0,0,1.605
I0097005,U05352,F0240,fashion,148.96,2023-09-04,9,1,0,0.725
I0097006,U01805,E0223,electronics,623.12,2024-09-05,9,0,0,1.967
I0097007,U01559,E0216,electronics,768.91,2024-06-21,6,0,0,1.325
I0097008,U02041,E0099,electronics,32.79,2023-05-28,5,0,0,0.504
I0097009,U02464,E0275,electronics,1231.95,2024-05-20,5,0,0,0.895
I0097010,U00456,F0097,fashion,296.69,2024-02-18,2,0,0,0.671
I0097011,U06167,E0018,electronics,219.01,2023-03-10,3,0,0,1.01
I0097012,U05925,E0149,electronics,785.63,2024-03-22,3,0,0,0.583
I0097013,U09797,E0082,electronics,83.02,2024-02-14,2,0,0,0.649
I0097014,U08996,F0403,fashion,164.77,2023-09-22,9,1,0,0.735
I0097015,U01724,E0215,electronics,609.26,2024-08-19,8,0,0,1.853
I0097016,U09072,F0067,fashion,64.85,2024-03-01,3,0,0,1.03
I0097017,U04208,F0295,fashion,39.05,2023-07-26,7,1,1,1.983
I0097018,U06183,F0462,fashion,43.99,2024-11-07,11,0,0,1.182
I0097019,U05626,F0214,fashion,201.53,2023-12-19,12,1,0,2.074
I0097020,U00525,E0170,electronics,300.64,2024-04-21,4,0,0,0.64
I0097021,U03750,F0229,fashion,125.04,2024-06-18,6,0,0,1.031
I0097022,U07827,F0343,fashion,212.12,2023-10-06,10,0,0,0.735
I0097023,U08797,E0255,electronics,1079.69,2024-04-30,4,0,0,0.859
I0097024,U04310,F0155,fashion,185.09,2024-06-23,6,0,0,2.202
I0097025,U05430,E0035,electronics,1173.89,2023-02-12,2,0,0,0.602
I0097026,U01075,F0037,fashion,277.79,2024-11-07,11,0,0,1.723
I0097027,U05183,F0172,fashion,176.52,2023-03-20,3,1,0,1.224
I0097028,U09405,F0388,fashion,45.15,2023-05-21,5,0,0,1.069
I0097029,U04840,F0175,fashion,138.64,2023-07-22,7,0,0,1.286
I0097030,U04116,E0279,electronics,1495.87,2024-04-10,4,0,0,1.103
I0097031,U04033,E0294,electronics,146.94,2024-12-22,12,0,0,0.842
I0097032,U04378,F0220,fashion,255.87,2024-06-19,6,0,0,2.139
I0097033,U09151,E0298,electronics,289.09,2024-09-14,9,0,0,1.776
I0097034,U00596,E0291,electronics,925.02,2024-07-07,7,0,0,0.75
I0097035,U04773,F0074,fashion,42.99,2024-02-05,2,0,0,1.142
I0097036,U08534,E0188,electronics,1441.6,2024-10-04,10,0,0,0.846
I0097037,U08724,F0013,fashion,115.32,2024-05-08,5,0,0,1.125
I0097038,U07973,E0215,electronics,609.26,2023-02-20,2,0,0,1.206
I0097039,U02014,E0025,electronics,1143.96,2024-02-13,2,0,0,0.812
I0097040,U08776,F0002,fashion,91.22,2023-09-06,9,1,0,1.176
I0097041,U04512,F0384,fashion,158.16,2023-01-19,1,0,0,1.94
I0097042,U05303,F0041,fashion,19.56,2024-03-26,3,0,0,1.051
I0097043,U05356,F0233,fashion,221.82,2024-07-27,7,0,0,2.464
I0097044,U09039,F0315,fashion,66.7,2023-11-11,11,0,0,2.131
I0097045,U03679,F0355,fashion,295.02,2023-01-07,1,1,0,1.975
I0097046,U00508,F0398,fashion,62.14,2024-12-04,12,0,0,1.148
I0097047,U08274,E0232,electronics,1051.92,2023-07-08,7,0,0,0.569
I0097048,U07126,F0087,fashion,257.32,2024-02-21,2,0,0,0.639
I0097049,U05561,F0393,fashion,96.89,2024-08-17,8,0,0,0.828
I0097050,U06457,F0009,fashion,70.35,2023-12-21,12,1,0,2.127
I0097051,U00305,F0309,fashion,156.12,2023-04-13,4,0,0,1.354
I0097052,U09171,F0004,fashion,252.61,2024-11-05,11,0,0,1.309
I0097053,U00463,E0120,electronics,1393.57,2023-08-21,8,0,0,1.829
I0097054,U04092,E0155,electronics,125.58,2023-06-13,6,1,0,0.818
I0097055,U07039,E0075,electronics,229.72,2023-10-03,10,0,0,0.83
I0097056,U01188,F0403,fashion,164.77,2023-01-05,1,1,0,1.938
I0097057,U01610,E0057,electronics,554.28,2024-07-10,7,0,0,0.818
I0097058,U00269,F0329,fashion,42.63,2024-08-28,8,0,0,2.245
I0097059,U06931,F0334,fashion,129.2,2024-06-12,6,0,0,2.036
I0097060,U09484,F0188,fashion,77.35,2024-11-26,11,0,0,1.096
I0097061,U04292,E0104,electronics,376.88,2024-01-22,1,0,0,0.641
I0097062,U07900,E0027,electronics,1021.55,2024-10-01,10,0,0,0.798
I0097063,U01723,F0363,fashion,288.35,2023-08-27,8,0,0,1.973
I0097064,U07317,E0246,electronics,692.47,2023-05-27,5,0,0,0.523
I0097065,U03625,F0028,fashion,91.92,2023-11-15,11,0,0,1.938
I0097066,U01021,F0028,fashion,91.92,2024-12-27,12,1,1,1.982
I0097067,U03706,E0010,electronics,895.95,2023-01-11,1,0,0,0.981
I0097068,U09743,E0260,electronics,1359.58,2023-10-25,10,0,0,0.876
I0097069,U06076,F0331,fashion,59.28,2024-05-09,5,0,0,0.949
I0097070,U01878,F0231,fashion,185.5,2023-01-04,1,0,0,1.663
I0097071,U08622,E0035,electronics,1173.89,2024-08-26,8,0,0,1.817
I0097072,U08317,E0207,electronics,1233.1,2023-08-31,8,1,0,1.69
I0097073,U05896,E0134,electronics,1349.35,2023-09-22,9,0,0,0.99
I0097074,U08971,E0049,electronics,695.52,2023-06-21,6,0,0,0.723
I0097075,U01813,F0075,fashion,183.49,2024-05-21,5,0,0,0.979
I0097076,U02864,F0108,fashion,249.31,2023-05-10,5,0,0,1.05
I0097077,U09119,F0030,fashion,256.34,2023-09-08,9,0,0,1.008
I0097078,U05602,F0120,fashion,103.68,2024-08-29,8,0,0,2.425
I0097079,U07271,E0003,electronics,238.25,2023-08-16,8,0,0,1.341
I0097080,U01594,E0160,electronics,1082.5,2024-04-20,4,0,0,0.54
I0097081,U09738,F0393,fashion,96.89,2024-10-11,10,0,0,0.752
I0097082,U09021,F0416,fashion,43.07,2023-11-25,11,0,0,1.006
I0097083,U07255,E0241,electronics,1075.96,2024-03-30,3,0,0,0.973
I0097084,U09305,F0193,fashion,56.12,2023-06-03,6,0,0,2.342
I0097085,U00279,E0111,electronics,404.56,2024-10-15,10,0,0,0.676
I0097086,U03645,F0062,fashion,228.71,2023-08-23,8,0,0,2.016
I0097087,U05963,E0075,electronics,229.72,2024-06-20,6,0,0,0.625
I0097088,U02826,E0033,electronics,310.56,2024-02-04,2,0,0,0.73
I0097089,U04702,E0181,electronics,830.25,2023-09-03,9,0,0,1.803
I0097090,U00937,E0189,electronics,271.97,2023-07-16,7,0,0,0.876
I0097091,U06074,F0124,fashion,96.96,2023-09-13,9,0,0,0.731
I0097092,U02317,F0044,fashion,138.41,2024-04-03,4,0,0,1.125
I0097093,U07085,F0270,fashion,191.02,2024-09-23,9,0,0,0.76
I0097094,U01681,E0002,electronics,929.42,2024-10-11,10,0,0,1.456
I0097095,U03270,F0348,fashion,220.25,2023-03-22,3,0,0,0.938
I0097096,U06722,E0147,electronics,1063.92,2024-12-20,12,0,0,1.133
I0097097,U07765,E0132,electronics,548.89,2024-07-20,7,0,0,0.721
I0097098,U03466,E0010,electronics,895.95,2023-02-15,2,0,0,0.879
I0097099,U04027,F0359,fashion,111.63,2023-05-19,5,0,0,0.866
I0097100,U01331,E0150,electronics,911.59,2024-10-19,10,0,0,0.806
I0097101,U02866,E0145,electronics,1219.12,2023-10-22,10,0,0,0.697
I0097102,U00837,F0344,fashion,190.91,2023-03-17,3,0,0,1.199
I0097103,U09997,F0358,fashion,261.24,2023-08-30,8,0,0,1.451
I0097104,U06480,E0184,electronics,100.48,2024-04-18,4,0,0,0.632
I0097105,U07338,E0077,electronics,57.99,2024-01-28,1,0,0,0.691
I0097106,U08397,F0157,fashion,249.75,2024-06-28,6,1,0,2.348
I0097107,U01600,F0284,fashion,36.23,2024-01-26,1,0,0,1.716
I0097108,U02807,F0382,fashion,142.7,2023-08-21,8,0,0,1.883
I0097109,U09415,F0142,fashion,61.1,2023-06-07,6,0,0,2.019
I0097110,U02792,E0082,electronics,83.02,2024-04-09,4,0,0,0.741
I0097111,U00722,F0278,fashion,81.62,2023-08-26,8,0,0,2.222
I0097112,U08202,E0014,electronics,447.98,2024-03-13,3,0,0,1.253
I0097113,U03053,F0325,fashion,74.21,2024-11-10,11,0,0,2.085
I0097114,U08807,E0031,electronics,1276.27,2024-10-17,10,0,0,0.547
I0097115,U08302,E0255,electronics,1079.69,2023-06-02,6,0,0,0.952
I0097116,U03314,F0376,fashion,126.13,2023-11-06,11,0,0,1.835
I0097117,U06964,F0413,fashion,256.14,2024-09-24,9,0,0,0.959
I0097118,U03116,E0026,electronics,483.93,2023-02-12,2,0,0,0.989
I0097119,U02793,F0095,fashion,157.3,2023-06-21,6,0,0,2.268
I0097120,U06438,F0449,fashion,267.84,2024-07-16,7,0,0,2.215
I0097121,U06634,E0199,electronics,1372.44,2024-04-14,4,0,0,0.652
I0097122,U09610,E0069,electronics,75.03,2024-03-08,3,0,0,0.954
I0097123,U02923,F0121,fashion,76.66,2024-06-15,6,0,0,2.323
I0097124,U04669,E0210,electronics,904.55,2024-03-21,3,0,0,0.946
I0097125,U03716,F0396,fashion,121.76,2024-01-17,1,0,0,2.169
I0097126,U05399,F0222,fashion,22.03,2024-06-03,6,0,0,1.469
I0097127,U06496,F0146,fashion,23.08,2024-09-30,9,0,0,0.911
I0097128,U02209,E0061,electronics,324.56,2023-10-12,10,0,0,1.478
I0097129,U04275,E0099,electronics,32.79,2023-04-12,4,0,0,0.823
I0097130,U02890,F0251,fashion,287.23,2023-05-14,5,0,0,1.136
I0097131,U02544,F0415,fashion,275.67,2024-12-10,12,1,0,1.711
I0097132,U09154,F0372,fashion,75.05,2023-09-01,9,1,0,0.855
I0097133,U05888,F0459,fashion,252.75,2024-02-21,2,0,0,1.245
I0097134,U00302,E0138,electronics,1275.76,2023-09-11,9,0,0,1.739
I0097135,U08534,E0273,electronics,922.19,2024-10-16,10,0,0,0.627
I0097136,U05087,F0028,fashion,91.92,2023-09-24,9,1,0,0.736
I0097137,U05842,F0289,fashion,72.84,2024-06-07,6,1,0,2.057
I0097138,U02800,E0098,electronics,676.16,2023-09-21,9,0,0,1.955
I0097139,U00192,E0109,electronics,260.59,2024-05-19,5,0,0,0.802
I0097140,U04572,F0495,fashion,201.63,2024-09-22,9,0,0,0.655
I0097141,U00292,F0297,fashion,89.05,2023-05-18,5,0,0,0.881
I0097142,U04672,E0132,electronics,548.89,2024-08-09,8,0,0,1.63
I0097143,U04747,F0330,fashion,196.24,2024-02-16,2,0,0,0.625
I0097144,U01210,F0356,fashion,122.23,2024-03-19,3,0,0,0.989
I0097145,U09347,F0029,fashion,108.55,2024-02-06,2,0,0,1.499
I0097146,U07122,E0243,electronics,65.36,2023-10-08,10,1,0,0.928
I0097147,U04573,E0050,electronics,90.3,2024-03-23,3,0,0,0.505
I0097148,U01544,E0202,electronics,147.2,2023-12-23,12,0,0,0.861
I0097149,U01454,F0159,fashion,84.42,2024-02-25,2,0,0,0.614
I0097150,U00898,F0339,fashion,277.74,2024-02-10,2,0,0,0.87
I0097151,U07457,F0010,fashion,44.28,2024-09-13,9,0,0,0.743
I0097152,U04527,F0078,fashion,220.62,2023-07-06,7,0,0,1.288
I0097153,U06718,F0422,fashion,99.01,2024-09-11,9,0,0,0.751
I0097154,U04037,E0222,electronics,356.02,2024-12-25,12,1,0,2.115
I0097155,U04775,F0487,fashion,68.81,2023-09-14,9,1,0,1.248
I0097156,U03896,F0136,fashion,228.48,2024-08-21,8,0,0,2.066
I0097157,U05806,F0180,fashion,123.45,2024-01-25,1,0,0,1.781
I0097158,U01429,F0251,fashion,287.23,2024-02-14,2,0,0,0.909
I0097159,U00542,F0462,fashion,43.99,2023-12-16,12,1,0,1.961
I0097160,U03821,F0305,fashion,243.32,2024-07-27,7,1,0,2.361
I0097161,U05668,F0146,fashion,23.08,2023-01-15,1,0,0,2.032
I0097162,U01647,F0287,fashion,171.32,2023-05-25,5,0,0,1.242
I0097163,U02648,F0092,fashion,292.06,2023-01-11,1,0,0,1.603
I0097164,U06927,E0085,electronics,1304.2,2023-10-09,10,1,0,0.726
I0097165,U05834,E0006,electronics,1229.85,2024-03-14,3,0,0,0.621
I0097166,U08023,F0335,fashion,115.27,2023-08-22,8,1,0,2.358
I0097167,U08117,F0099,fashion,212.34,2023-04-14,4,0,0,1.182
I0097168,U04270,E0104,electronics,376.88,2023-06-03,6,1,0,0.595
I0097169,U02520,E0143,electronics,559.15,2024-06-16,6,0,0,0.908
I0097170,U03389,E0131,electronics,146.18,2024-03-21,3,0,0,0.689
I0097171,U09548,E0006,electronics,1229.85,2024-05-06,5,0,0,0.936
I0097172,U01226,F0278,fashion,81.62,2023-04-17,4,0,0,0.967
I0097173,U01679,E0171,electronics,427.36,2023-06-04,6,0,0,0.734
I0097174,U09190,F0446,fashion,27.74,2023-05-27,5,0,0,1.191
I0097175,U04062,E0088,electronics,332.6,2023-05-23,5,0,0,0.556
I0097176,U08179,F0125,fashion,110.99,2024-07-12,7,0,0,2.489
I0097177,U01673,F0208,fashion,205.78,2024-05-24,5,0,0,1.185
I0097178,U03231,E0056,electronics,501.7,2023-04-20,4,0,0,0.764
I0097179,U04378,F0034,fashion,111.87,2024-05-08,5,0,0,1.08
I0097180,U02953,E0247,electronics,1176.46,2024-03-05,3,0,0,0.989
I0097181,U09062,E0205,electronics,406.28,2023-11-19,11,0,0,2.782
I0097182,U05781,F0107,fashion,124.08,2024-10-17,10,0,0,0.833
I0097183,U07446,E0063,electronics,584.79,2024-07-11,7,0,0,0.671
I0097184,U09311,F0026,fashion,146.66,2024-01-25,1,0,0,1.638
I0097185,U07772,F0439,fashion,232.41,2023-11-05,11,1,0,1.687
I0097186,U09264,E0295,electronics,877.7,2024-10-27,10,0,0,0.862
I0097187,U05145,F0423,fashion,46.8,2024-09-30,9,0,0,1.229
I0097188,U07082,F0272,fashion,93.51,2024-07-23,7,0,0,2.055
I0097189,U02929,F0498,fashion,106.94,2023-10-05,10,0,0,0.819
I0097190,U00100,F0398,fashion,62.14,2024-04-09,4,0,0,1.123
I0097191,U04284,E0043,electronics,141.36,2024-11-22,11,0,0,2.731
I0097192,U04071,E0007,electronics,69.63,2024-09-20,9,0,0,1.919
I0097193,U09166,F0409,fashion,76.51,2024-09-12,9,1,0,0.874
I0097194,U03646,E0167,electronics,131.76,2023-04-02,4,0,0,0.623
I0097195,U03361,F0155,fashion,185.09,2023-11-06,11,0,0,1.96
I0097196,U00576,F0198,fashion,293.68,2023-11-04,11,0,0,1.977
I0097197,U07047,F0429,fashion,29.55,2024-08-02,8,0,0,2.386
I0097198,U02867,E0215,electronics,609.26,2024-10-30,10,0,0,0.505
I0097199,U01866,F0109,fashion,240.48,2024-08-30,8,0,0,2.484
I0097200,U08942,E0151,electronics,46.72,2023-07-26,7,0,0,0.974
I0097201,U08049,F0217,fashion,264.74,2024-11-01,11,1,0,2.175
I0097202,U09420,F0137,fashion,110.72,2024-08-29,8,1,0,1.094
I0097203,U07797,F0162,fashion,131.63,2023-12-23,12,0,0,1.968
I0097204,U09842,F0349,fashion,130.74,2023-08-26,8,0,0,2.049
I0097205,U01086,E0064,electronics,811.95,2024-12-11,12,0,0,2.791
I0097206,U02926,F0050,fashion,142.69,2023-01-21,1,0,0,1.127
I0097207,U00991,E0132,electronics,548.89,2023-06-19,6,1,0,0.719
I0097208,U04108,E0177,electronics,398.1,2024-12-26,12,0,0,1.242
I0097209,U01454,F0044,fashion,138.41,2024-08-09,8,0,0,2.227
I0097210,U02353,F0364,fashion,93.22,2023-01-31,1,0,0,1.399
I0097211,U03654,F0254,fashion,206.79,2023-08-30,8,0,0,1.852
I0097212,U05683,F0402,fashion,240.53,2024-11-10,11,0,0,1.753
I0097213,U07844,F0051,fashion,18.64,2024-03-26,3,0,0,1.035
I0097214,U08309,E0266,electronics,1151.19,2023-12-01,12,0,0,2.785
I0097215,U02390,F0362,fashion,119.24,2024-05-08,5,0,0,1.018
I0097216,U04315,F0070,fashion,20.4,2023-07-27,7,0,0,2.02
I0097217,U07875,E0097,electronics,678.31,2024-05-30,5,0,0,0.764
I0097218,U05688,F0166,fashion,245.8,2024-04-08,4,0,0,1.137
I0097219,U08789,E0237,electronics,967.71,2024-11-29,11,1,1,2.628
I0097220,U06225,E0205,electronics,406.28,2024-08-10,8,1,0,1.729
I0097221,U04538,F0230,fashion,88.4,2023-04-05,4,1,0,1.146
I0097222,U01913,F0318,fashion,296.96,2023-10-26,10,0,0,0.623
I0097223,U00648,E0296,electronics,531.9,2023-05-09,5,0,0,0.626
I0097224,U09448,F0242,fashion,292.84,2023-09-14,9,0,0,0.962
I0097225,U01863,E0018,electronics,219.01,2024-09-27,9,0,0,1.627
I0097226,U04860,E0172,electronics,1059.77,2024-01-24,1,1,0,0.583
I0097227,U08193,F0411,fashion,266.17,2023-03-11,3,1,0,1.079
I0097228,U03804,F0216,fashion,199.36,2024-07-13,7,0,0,1.87
I0097229,U09552,E0113,electronics,433.62,2024-04-25,4,0,0,0.918
I0097230,U03542,F0436,fashion,54.84,2024-11-09,11,1,0,2.188
I0097231,U01421,E0135,electronics,1253.02,2024-09-11,9,0,0,1.719
I0097232,U09230,E0100,electronics,1008.34,2023-05-29,5,0,0,0.675
I0097233,U09090,F0413,fashion,256.14,2024-05-22,5,0,0,1.036
I0097234,U00916,F0460,fashion,30.71,2023-09-02,9,0,0,0.693
I0097235,U06715,F0429,fashion,29.55,2023-11-18,11,0,0,2.037
I0097236,U08108,E0122,electronics,232.01,2023-09-29,9,0,0,1.981
I0097237,U05368,E0113,electronics,433.62,2023-09-27,9,0,0,1.615
I0097238,U03064,E0208,electronics,696.53,2023-07-08,7,1,0,0.676
I0097239,U03737,E0161,electronics,274.33,2024-02-05,2,0,0,0.74
I0097240,U00758,F0235,fashion,229.66,2024-06-05,6,0,0,1.327
I0097241,U00457,E0275,electronics,1231.95,2024-08-13,8,0,0,1.923
I0097242,U08143,F0216,fashion,199.36,2024-02-10,2,1,0,0.902
I0097243,U00235,E0134,electronics,1349.35,2024-04-07,4,0,0,0.74
I0097244,U00301,E0007,electronics,69.63,2023-03-20,3,0,0,0.93
I0097245,U00450,E0127,electronics,1080.07,2024-04-26,4,0,0,0.567
I0097246,U01679,E0250,electronics,196.43,2024-04-15,4,0,0,0.572
I0097247,U00982,F0034,fashion,111.87,2023-01-28,1,0,0,2.001
I0097248,U06682,E0081,electronics,1371.72,2023-09-25,9,0,0,1.206
I0097249,U00784,F0143,fashion,230.98,2024-08-11,8,1,0,2.171
I0097250,U07368,F0136,fashion,228.48,2023-08-29,8,0,0,2.237
I0097251,U04357,E0157,electronics,1141.14,2024-12-21,12,0,0,2.844
I0097252,U08257,F0284,fashion,36.23,2024-12-15,12,0,0,1.149
I0097253,U01652,F0288,fashion,167.33,2023-02-22,2,0,0,0.786
I0097254,U09844,F0260,fashion,47.84,2023-01-08,1,0,0,1.637
I0097255,U06403,E0149,electronics,785.63,2023-04-05,4,0,0,0.919
I0097256,U03886,E0047,electronics,194.81,2024-11-14,11,0,0,1.276
I0097257,U02001,F0238,fashion,90.11,2024-01-21,1,0,0,2.105
I0097258,U04177,F0042,fashion,132.15,2023-02-16,2,0,0,1.41
I0097259,U08530,E0067,electronics,1391.54,2024-09-19,9,0,0,1.09
I0097260,U09668,E0244,electronics,292.79,2024-11-26,11,1,0,2.825
I0097261,U08244,F0384,fashion,158.16,2024-03-23,3,0,0,1.061
I0097262,U03076,F0397,fashion,54.88,2023-03-18,3,0,0,1.283
I0097263,U02410,E0292,electronics,256.4,2024-12-06,12,1,1,2.529
I0097264,U05349,E0265,electronics,1162.3,2023-02-24,2,1,0,0.613
