interaction_id,user_id,product_id,category,price,date,month,clicked,purchased,seasonal_multiplier,user_type
I0126273,U02027,F0449,fashion,267.84,2023-10-11,10,0,0,0.913,hybrid
I0126274,U03942,F0383,fashion,102.99,2023-06-05,6,0,0,2.081,fashion_shopper
I0126275,U09100,E0069,electronics,75.03,2024-08-25,8,0,0,1.847,electronics_buyer
I0126276,U06391,F0433,fashion,181.41,2024-03-30,3,0,0,1.003,fashion_shopper
I0126277,U07502,F0265,fashion,277.77,2023-07-14,7,0,0,2.263,fashion_shopper
I0126278,U06736,F0497,fashion,203.74,2024-12-16,12,1,0,1.108,hybrid
I0126279,U08346,F0063,fashion,218.15,2023-02-02,2,0,0,1.214,hybrid
I0126280,U06950,E0209,electronics,465.17,2023-03-16,3,0,0,0.623,electronics_buyer
I0126281,U04928,E0286,electronics,251.11,2023-04-30,4,0,0,0.621,electronics_buyer
I0126282,U03579,E0068,electronics,1268.41,2023-07-22,7,0,0,0.972,electronics_buyer
I0126283,U08056,F0345,fashion,103.85,2023-09-24,9,0,0,0.682,fashion_shopper
I0126284,U02941,E0211,electronics,1219.58,2023-04-17,4,0,0,0.678,electronics_buyer
I0126285,U00453,F0324,fashion,164.56,2023-10-08,10,0,0,1.447,hybrid
I0126286,U07573,E0016,electronics,397.14,2023-04-21,4,0,0,0.76,electronics_buyer
I0126287,U05395,F0139,fashion,22.76,2024-11-24,11,1,1,1.8,fashion_shopper
I0126288,U06121,F0276,fashion,160.62,2023-05-28,5,0,0,1.067,fashion_shopper
I0126289,U01680,F0372,fashion,75.05,2023-11-11,11,0,0,2.059,fashion_shopper
I0126290,U03830,F0380,fashion,262.1,2024-05-22,5,0,0,1.047,fashion_shopper
I0126291,U03587,E0232,electronics,1051.92,2023-10-13,10,0,0,0.726,electronics_buyer
I0126292,U05245,E0028,electronics,473.88,2023-07-07,7,0,0,0.86,electronics_buyer
I0126293,U03847,E0056,electronics,501.7,2023-09-29,9,0,0,1.734,electronics_buyer
I0126294,U02669,F0229,fashion,125.04,2023-09-18,9,0,0,0.688,fashion_shopper
I0126295,U04307,E0185,electronics,949.65,2024-09-10,9,0,0,1.58,electronics_buyer
I0126296,U00639,F0325,fashion,74.21,2023-05-10,5,0,0,0.89,fashion_shopper
I0126297,U09756,F0114,fashion,78.05,2023-04-29,4,1,0,1.128,fashion_shopper
I0126298,U05711,F0228,fashion,248.17,2023-01-04,1,0,0,1.164,hybrid
I0126299,U06346,F0199,fashion,19.2,2024-01-04,1,0,0,1.818,fashion_shopper
I0126300,U00553,E0063,electronics,584.79,2024-04-20,4,0,0,0.729,electronics_buyer
I0126301,U09982,F0070,fashion,20.4,2024-10-24,10,0,0,0.906,fashion_shopper
I0126302,U04872,F0200,fashion,107.74,2023-09-29,9,0,0,0.806,fashion_shopper
I0126303,U07961,F0313,fashion,187.25,2024-08-10,8,0,0,1.835,fashion_shopper
I0126304,U06240,F0386,fashion,104.25,2024-07-11,7,1,0,1.011,hybrid
I0126305,U00751,F0043,fashion,259.63,2023-12-03,12,0,0,1.097,hybrid
I0126306,U04753,E0155,electronics,125.58,2023-03-30,3,1,0,0.912,electronics_buyer
I0126307,U06360,F0291,fashion,158.29,2024-02-24,2,0,0,0.873,fashion_shopper
I0126308,U06428,F0215,fashion,258.63,2023-11-24,11,1,0,2.052,fashion_shopper
I0126309,U07461,F0247,fashion,268.53,2023-06-17,6,0,0,2.184,fashion_shopper
I0126310,U01507,E0212,electronics,115.56,2023-02-21,2,0,0,0.825,electronics_buyer
I0126311,U00050,F0245,fashion,287.2,2023-04-12,4,0,0,0.865,hybrid
I0126312,U01554,F0471,fashion,263.19,2024-03-13,3,0,0,0.919,fashion_shopper
I0126313,U06536,E0182,electronics,850.7,2024-12-24,12,0,0,2.17,electronics_buyer
I0126314,U00270,E0251,electronics,82.35,2024-10-08,10,1,0,1.32,hybrid
I0126315,U02168,E0031,electronics,1276.27,2023-01-31,1,0,0,0.622,electronics_buyer
I0126316,U05387,E0121,electronics,408.92,2024-01-18,1,0,0,1.398,hybrid
I0126317,U08396,E0204,electronics,1133.74,2024-04-28,4,0,0,0.535,electronics_buyer
I0126318,U01042,F0332,fashion,170.92,2023-12-14,12,0,0,1.743,fashion_shopper
I0126319,U09381,F0026,fashion,146.66,2023-12-05,12,0,0,1.84,fashion_shopper
I0126320,U02348,E0245,electronics,1444.68,2023-11-09,11,0,0,2.831,electronics_buyer
I0126321,U05558,F0282,fashion,235.95,2023-11-09,11,0,0,1.739,fashion_shopper
I0126322,U00083,F0003,fashion,152.19,2023-08-20,8,0,0,2.175,fashion_shopper
I0126323,U07655,E0266,electronics,1151.19,2023-06-28,6,0,0,0.896,electronics_buyer
I0126324,U00039,F0441,fashion,24.78,2023-05-21,5,0,0,0.88,fashion_shopper
I0126325,U00365,F0089,fashion,105.84,2023-04-20,4,0,0,0.879,fashion_shopper
I0126326,U04832,E0089,electronics,51.12,2023-10-26,10,0,0,0.614,electronics_buyer
I0126327,U08309,E0127,electronics,1080.07,2023-11-20,11,0,0,2.725,electronics_buyer
I0126328,U06953,F0363,fashion,288.35,2023-11-23,11,0,0,2.075,fashion_shopper
I0126329,U05930,F0287,fashion,171.32,2023-02-27,2,0,0,0.659,fashion_shopper
I0126330,U08180,F0497,fashion,203.74,2023-10-02,10,0,0,0.655,fashion_shopper
I0126331,U00862,E0092,electronics,519.17,2023-11-20,11,0,0,2.322,electronics_buyer
I0126332,U01098,E0087,electronics,742.51,2024-02-14,2,0,0,0.655,electronics_buyer
I0126333,U07396,F0459,fashion,252.75,2024-06-18,6,1,0,1.985,fashion_shopper
I0126334,U06313,F0286,fashion,46.25,2023-01-18,1,1,0,1.979,fashion_shopper
I0126335,U04629,E0048,electronics,1337.42,2023-08-02,8,0,0,1.907,electronics_buyer
I0126336,U07610,F0489,fashion,102.75,2024-10-29,10,0,0,0.752,fashion_shopper
I0126337,U08378,E0034,electronics,252.29,2024-01-31,1,0,0,0.857,electronics_buyer
I0126338,U09316,F0091,fashion,272.77,2024-11-14,11,0,0,0.812,hybrid
I0126339,U04478,E0014,electronics,447.98,2023-05-11,5,0,0,0.79,electronics_buyer
I0126340,U08425,F0477,fashion,104.94,2023-12-03,12,0,0,2.011,fashion_shopper
I0126341,U02508,F0346,fashion,114.95,2023-04-12,4,1,0,1.205,hybrid
I0126342,U02227,E0272,electronics,1157.72,2023-03-24,3,0,0,0.879,electronics_buyer
I0126343,U06298,E0256,electronics,753.81,2024-12-03,12,0,0,2.871,electronics_buyer
I0126344,U05544,E0081,electronics,1371.72,2024-10-23,10,0,0,0.788,electronics_buyer
I0126345,U03084,E0026,electronics,483.93,2024-08-12,8,0,0,1.759,electronics_buyer
I0126346,U07135,E0096,electronics,212.32,2023-10-06,10,0,0,0.586,electronics_buyer
I0126347,U07482,F0433,fashion,181.41,2023-03-14,3,0,0,0.977,fashion_shopper
I0126348,U00410,F0253,fashion,271.13,2023-03-17,3,0,0,1.008,fashion_shopper
I0126349,U09165,E0160,electronics,1082.5,2024-12-10,12,1,0,1.355,hybrid
I0126350,U06506,E0217,electronics,590.68,2024-09-07,9,0,0,1.683,electronics_buyer
I0126351,U09691,F0494,fashion,154.17,2024-01-22,1,0,0,2.143,fashion_shopper
I0126352,U07363,F0030,fashion,256.34,2024-04-03,4,0,0,0.838,hybrid
I0126353,U03883,F0259,fashion,263.08,2024-01-13,1,0,0,1.677,fashion_shopper
I0126354,U01782,E0075,electronics,229.72,2023-12-20,12,1,0,2.243,electronics_buyer
I0126355,U07415,E0138,electronics,1275.76,2024-11-13,11,0,0,2.405,electronics_buyer
I0126356,U06387,E0088,electronics,332.6,2024-11-06,11,0,0,2.519,electronics_buyer
I0126357,U01028,F0352,fashion,289.51,2024-07-28,7,0,0,1.951,fashion_shopper
I0126358,U03692,E0220,electronics,109.16,2023-01-16,1,0,0,0.749,electronics_buyer
I0126359,U07404,F0013,fashion,115.32,2023-10-01,10,0,0,0.94,fashion_shopper
I0126360,U08547,F0045,fashion,16.49,2024-12-11,12,1,0,2.127,fashion_shopper
I0126361,U08493,F0481,fashion,281.28,2024-01-15,1,0,0,1.397,hybrid
I0126362,U06896,F0233,fashion,221.82,2023-11-13,11,0,0,0.828,hybrid
I0126363,U01387,F0452,fashion,130.58,2023-11-30,11,0,0,2.009,fashion_shopper
I0126364,U00606,F0248,fashion,149.17,2024-08-02,8,0,0,2.156,fashion_shopper
I0126365,U02790,E0252,electronics,709.94,2023-05-21,5,0,0,0.744,electronics_buyer
I0126366,U05023,E0249,electronics,1151.2,2023-02-23,2,0,0,0.617,electronics_buyer
I0126367,U06665,E0059,electronics,1189.1,2023-02-06,2,0,0,0.797,electronics_buyer
I0126368,U04798,F0274,fashion,41.04,2024-09-18,9,0,0,0.896,fashion_shopper
I0126369,U01699,E0049,electronics,695.52,2023-05-26,5,0,0,0.622,electronics_buyer
I0126370,U08536,F0154,fashion,273.35,2023-12-11,12,0,0,1.799,fashion_shopper
I0126371,U03482,F0034,fashion,111.87,2023-09-22,9,0,0,0.731,fashion_shopper
I0126372,U01284,F0028,fashion,91.92,2024-06-13,6,1,0,2.02,fashion_shopper
I0126373,U02137,E0275,electronics,1231.95,2023-02-27,2,0,0,0.633,electronics_buyer
I0126374,U08812,F0237,fashion,275.22,2023-10-16,10,0,0,1.149,hybrid
I0126375,U09252,F0299,fashion,79.15,2023-12-16,12,0,0,2.15,fashion_shopper
I0126376,U01329,E0222,electronics,356.02,2023-08-24,8,0,0,1.581,electronics_buyer
I0126377,U07618,F0064,fashion,179.6,2023-03-02,3,0,0,1.41,hybrid
I0126378,U05277,F0407,fashion,294.44,2024-05-29,5,0,0,1.034,fashion_shopper
I0126379,U05227,E0044,electronics,568.12,2024-07-11,7,0,0,1.033,hybrid
I0126380,U07700,E0244,electronics,292.79,2023-09-21,9,0,0,1.274,hybrid
I0126381,U04929,F0080,fashion,53.77,2023-02-01,2,0,0,1.188,hybrid
I0126382,U07813,F0215,fashion,258.63,2024-10-25,10,0,0,0.984,fashion_shopper
I0126383,U07807,E0154,electronics,795.68,2023-01-14,1,0,0,1.265,hybrid
I0126384,U01726,E0299,electronics,434.38,2024-10-11,10,0,0,0.547,electronics_buyer
I0126385,U07845,E0031,electronics,1276.27,2023-12-23,12,0,0,2.607,electronics_buyer
I0126386,U07570,F0067,fashion,64.85,2024-07-13,7,1,0,1.88,fashion_shopper
I0126387,U07108,E0240,electronics,1271.43,2024-07-24,7,1,0,1.086,hybrid
I0126388,U06363,E0116,electronics,1417.61,2023-04-22,4,0,0,0.901,electronics_buyer
I0126389,U02938,F0179,fashion,43.57,2024-11-23,11,0,0,1.135,hybrid
I0126390,U06619,E0007,electronics,69.63,2023-05-17,5,0,0,0.785,electronics_buyer
I0126391,U03521,E0275,electronics,1231.95,2024-03-20,3,0,0,0.891,electronics_buyer
I0126392,U02723,E0227,electronics,104.47,2024-02-02,2,0,0,0.636,electronics_buyer
I0126393,U08167,E0136,electronics,67.68,2023-01-11,1,0,0,0.92,electronics_buyer
I0126394,U03060,F0073,fashion,107.85,2023-07-09,7,0,0,2.418,fashion_shopper
I0126395,U01004,E0286,electronics,251.11,2024-07-14,7,0,0,0.897,hybrid
I0126396,U06957,E0077,electronics,57.99,2023-08-12,8,1,1,1.946,electronics_buyer
I0126397,U07859,F0228,fashion,248.17,2024-08-18,8,0,0,1.949,fashion_shopper
I0126398,U00674,F0480,fashion,102.1,2023-03-12,3,0,0,1.089,fashion_shopper
I0126399,U07835,E0267,electronics,1369.66,2024-12-29,12,1,0,2.267,electronics_buyer
I0126400,U09803,E0064,electronics,811.95,2023-01-05,1,0,0,0.806,electronics_buyer
I0126401,U08066,E0182,electronics,850.7,2024-11-06,11,1,1,2.786,electronics_buyer
I0126402,U07423,F0011,fashion,84.14,2024-01-20,1,0,0,1.974,fashion_shopper
I0126403,U01420,F0058,fashion,36.81,2024-05-01,5,0,0,1.131,fashion_shopper
I0126404,U02080,F0311,fashion,256.78,2024-12-23,12,0,0,1.77,fashion_shopper
I0126405,U08635,E0116,electronics,1417.61,2023-07-17,7,0,0,0.883,hybrid
I0126406,U01458,F0495,fashion,201.63,2024-05-09,5,0,0,1.019,fashion_shopper
I0126407,U02291,F0036,fashion,44.39,2024-07-08,7,0,0,2.288,fashion_shopper
I0126408,U03215,F0271,fashion,110.81,2023-11-11,11,0,0,2.034,fashion_shopper
I0126409,U05262,E0089,electronics,51.12,2024-12-03,12,0,0,2.439,electronics_buyer
I0126410,U03046,F0415,fashion,275.67,2024-08-28,8,0,0,2.339,fashion_shopper
I0126411,U08075,F0267,fashion,113.98,2023-05-09,5,0,0,0.93,fashion_shopper
I0126412,U09619,F0140,fashion,291.62,2023-10-24,10,1,0,0.993,fashion_shopper
I0126413,U02242,E0160,electronics,1082.5,2024-02-06,2,0,0,0.842,electronics_buyer
I0126414,U02632,F0064,fashion,179.6,2024-07-12,7,0,0,2.423,fashion_shopper
I0126415,U03449,F0493,fashion,101.89,2023-07-04,7,0,0,2.105,fashion_shopper
I0126416,U04745,F0161,fashion,141.07,2023-10-08,10,0,0,0.974,fashion_shopper
I0126417,U04693,E0086,electronics,1373.94,2023-12-13,12,0,0,2.9,electronics_buyer
I0126418,U07298,F0230,fashion,88.4,2024-01-10,1,0,0,1.927,fashion_shopper
I0126419,U01981,F0143,fashion,230.98,2023-01-19,1,0,0,1.179,hybrid
I0126420,U09470,E0015,electronics,1055.43,2023-09-22,9,0,0,1.593,electronics_buyer
I0126421,U02950,F0382,fashion,142.7,2023-05-16,5,1,0,1.428,hybrid
I0126422,U01921,F0147,fashion,119.07,2024-10-14,10,0,0,0.882,fashion_shopper
I0126423,U07683,E0156,electronics,748.2,2023-07-29,7,0,0,0.505,electronics_buyer
I0126424,U01894,E0149,electronics,785.63,2024-05-21,5,1,0,0.873,electronics_buyer
I0126425,U08190,F0084,fashion,257.06,2024-06-30,6,0,0,1.243,hybrid
I0126426,U01487,E0134,electronics,1349.35,2023-04-02,4,0,0,0.542,electronics_buyer
I0126427,U04839,F0330,fashion,196.24,2024-10-10,10,0,0,0.63,fashion_shopper
I0126428,U00950,E0111,electronics,404.56,2023-08-25,8,1,0,1.903,electronics_buyer
I0126429,U01634,F0050,fashion,142.69,2023-10-31,10,0,0,0.867,hybrid
I0126430,U08769,F0098,fashion,265.18,2023-01-23,1,0,0,1.827,fashion_shopper
I0126431,U02256,E0279,electronics,1495.87,2024-08-14,8,1,0,1.544,electronics_buyer
I0126432,U09759,E0035,electronics,1173.89,2023-09-22,9,1,0,1.783,electronics_buyer
I0126433,U03510,F0208,fashion,205.78,2023-01-08,1,0,0,1.84,fashion_shopper
I0126434,U00697,E0170,electronics,300.64,2024-07-22,7,0,0,0.967,electronics_buyer
I0126435,U00274,E0200,electronics,693.39,2024-02-29,2,0,0,0.969,electronics_buyer
I0126436,U02701,E0022,electronics,1226.83,2023-05-30,5,0,0,1.259,hybrid
I0126437,U03649,F0257,fashion,65.72,2024-09-12,9,0,0,1.475,hybrid
I0126438,U00684,F0431,fashion,266.39,2024-09-07,9,0,0,1.123,hybrid
I0126439,U04655,F0062,fashion,228.71,2024-11-25,11,0,0,1.69,fashion_shopper
I0126440,U00397,F0115,fashion,191.86,2024-08-08,8,1,0,2.467,fashion_shopper
I0126441,U02800,E0011,electronics,1164.87,2023-08-29,8,0,0,1.557,electronics_buyer
I0126442,U02960,F0029,fashion,108.55,2023-09-04,9,1,0,0.975,fashion_shopper
I0126443,U01868,F0179,fashion,43.57,2023-12-01,12,0,0,2.179,fashion_shopper
I0126444,U01141,F0139,fashion,22.76,2023-06-12,6,0,0,2.192,fashion_shopper
I0126445,U08573,F0310,fashion,246.62,2023-10-08,10,0,0,0.737,fashion_shopper
I0126446,U02576,E0045,electronics,492.44,2024-05-13,5,0,0,1.056,hybrid
I0126447,U02925,E0116,electronics,1417.61,2024-01-12,1,0,0,1.199,hybrid
I0126448,U08594,E0103,electronics,1230.77,2024-05-02,5,0,0,0.502,electronics_buyer
I0126449,U07238,E0191,electronics,424.72,2024-07-04,7,0,0,0.602,electronics_buyer
I0126450,U07990,E0214,electronics,975.93,2024-09-19,9,0,0,1.991,electronics_buyer
I0126451,U01917,E0061,electronics,324.56,2024-01-25,1,0,0,0.702,electronics_buyer
I0126452,U03953,F0470,fashion,273.76,2023-05-01,5,0,0,1.056,fashion_shopper
I0126453,U07541,F0150,fashion,162.87,2023-08-05,8,0,0,2.393,fashion_shopper
I0126454,U09419,E0056,electronics,501.7,2024-03-07,3,0,0,0.777,electronics_buyer
I0126455,U09776,E0156,electronics,748.2,2024-11-23,11,1,0,2.568,electronics_buyer
I0126456,U02471,F0240,fashion,148.96,2024-05-29,5,0,0,0.966,hybrid
I0126457,U04866,F0082,fashion,251.11,2023-01-09,1,0,0,1.852,fashion_shopper
I0126458,U07735,E0198,electronics,941.28,2023-03-22,3,0,0,0.916,electronics_buyer
I0126459,U04601,E0002,electronics,929.42,2024-09-07,9,0,0,1.732,electronics_buyer
I0126460,U06993,F0302,fashion,264.32,2024-03-25,3,0,0,1.198,fashion_shopper
I0126461,U04900,F0272,fashion,93.51,2024-10-31,10,0,0,0.97,fashion_shopper
I0126462,U02328,E0112,electronics,97.23,2023-07-12,7,0,0,0.762,electronics_buyer
I0126463,U08825,F0460,fashion,30.71,2023-11-23,11,0,0,1.878,fashion_shopper
I0126464,U07484,F0459,fashion,252.75,2023-09-01,9,0,0,0.618,fashion_shopper
I0126465,U01643,E0003,electronics,238.25,2023-04-22,4,0,0,0.727,electronics_buyer
I0126466,U06264,F0489,fashion,102.75,2024-09-01,9,0,0,0.968,hybrid
I0126467,U06060,F0046,fashion,59.96,2024-05-30,5,0,0,0.992,fashion_shopper
I0126468,U06409,F0061,fashion,124.43,2024-03-05,3,0,0,1.36,hybrid
I0126469,U05669,E0297,electronics,1281.18,2023-02-03,2,0,0,0.678,electronics_buyer
I0126470,U09003,F0062,fashion,228.71,2023-03-15,3,1,0,1.097,fashion_shopper
I0126471,U05922,F0137,fashion,110.72,2023-08-09,8,0,0,1.884,fashion_shopper
I0126472,U05137,F0050,fashion,142.69,2023-05-22,5,0,0,1.165,fashion_shopper
I0126473,U06168,F0045,fashion,16.49,2023-03-29,3,1,0,0.857,fashion_shopper
I0126474,U08098,F0089,fashion,105.84,2024-06-16,6,0,0,1.999,fashion_shopper
I0126475,U02758,E0082,electronics,83.02,2023-04-30,4,0,0,0.811,electronics_buyer
I0126476,U03876,F0094,fashion,287.51,2023-12-09,12,0,0,2.043,fashion_shopper
I0126477,U03544,F0254,fashion,206.79,2024-01-09,1,0,0,1.359,hybrid
I0126478,U02962,F0355,fashion,295.02,2023-01-03,1,0,0,2.16,fashion_shopper
I0126479,U07085,F0015,fashion,49.29,2023-09-01,9,0,0,0.956,fashion_shopper
I0126480,U04532,F0326,fashion,146.55,2023-10-18,10,0,0,0.896,fashion_shopper
I0126481,U09471,E0131,electronics,146.18,2023-08-24,8,0,0,1.954,electronics_buyer
I0126482,U08051,F0450,fashion,134.03,2023-04-17,4,0,0,1.033,fashion_shopper
I0126483,U03795,E0039,electronics,1046.35,2023-01-26,1,0,0,0.556,electronics_buyer
I0126484,U06455,F0058,fashion,36.81,2024-01-14,1,0,0,1.656,fashion_shopper
I0126485,U04476,F0021,fashion,61.38,2023-12-08,12,0,0,2.124,fashion_shopper
I0126486,U07891,E0070,electronics,796.27,2023-07-26,7,1,0,0.939,electronics_buyer
I0126487,U03483,E0069,electronics,75.03,2024-11-28,11,0,0,1.215,hybrid
I0126488,U01204,E0240,electronics,1271.43,2023-07-14,7,0,0,0.522,electronics_buyer
I0126489,U01489,F0126,fashion,33.91,2024-11-28,11,0,0,1.732,fashion_shopper
I0126490,U09966,E0273,electronics,922.19,2024-05-14,5,0,0,0.709,electronics_buyer
I0126491,U03403,F0318,fashion,296.96,2023-03-13,3,0,0,0.985,fashion_shopper
I0126492,U06229,F0108,fashion,249.31,2023-07-12,7,0,0,2.392,fashion_shopper
I0126493,U05010,F0380,fashion,262.1,2024-10-17,10,0,0,0.702,fashion_shopper
I0126494,U05469,F0200,fashion,107.74,2024-03-16,3,0,0,1.179,fashion_shopper
I0126495,U02844,E0076,electronics,750.57,2024-12-28,12,0,0,2.643,electronics_buyer
I0126496,U09199,E0162,electronics,697.07,2024-10-18,10,0,0,0.883,electronics_buyer
I0126497,U03394,E0098,electronics,676.16,2023-10-03,10,0,0,1.381,hybrid
I0126498,U06495,F0244,fashion,281.01,2023-06-24,6,0,0,2.414,fashion_shopper
I0126499,U06860,F0240,fashion,148.96,2024-05-06,5,0,0,0.873,fashion_shopper
I0126500,U07410,F0005,fashion,225.57,2023-07-20,7,0,0,2.229,fashion_shopper
I0126501,U07432,F0100,fashion,270.06,2023-07-19,7,0,0,2.209,fashion_shopper
I0126502,U05807,E0256,electronics,753.81,2023-10-01,10,0,0,0.847,hybrid
I0126503,U02542,F0208,fashion,205.78,2023-04-18,4,0,0,1.324,hybrid
I0126504,U06454,F0497,fashion,203.74,2023-03-04,3,0,0,1.256,hybrid
I0126505,U01734,F0477,fashion,104.94,2023-09-29,9,0,0,0.907,fashion_shopper
I0126506,U07979,E0276,electronics,977.92,2023-12-28,12,0,0,2.093,electronics_buyer
I0126507,U08623,E0089,electronics,51.12,2024-03-08,3,0,0,1.435,hybrid
I0126508,U07064,F0013,fashion,115.32,2024-10-27,10,0,0,0.664,fashion_shopper
I0126509,U02511,E0196,electronics,1001.18,2024-06-30,6,0,0,1.314,hybrid
I0126510,U07092,E0131,electronics,146.18,2024-05-20,5,0,0,0.558,electronics_buyer
I0126511,U03732,F0027,fashion,148.83,2023-05-31,5,0,0,1.152,fashion_shopper
I0126512,U07117,F0240,fashion,148.96,2023-06-24,6,1,0,1.994,fashion_shopper
I0126513,U03667,F0123,fashion,117.76,2024-04-14,4,0,0,1.002,fashion_shopper
I0126514,U02611,F0433,fashion,181.41,2024-11-29,11,0,0,2.196,fashion_shopper
I0126515,U07048,F0441,fashion,24.78,2024-11-07,11,0,0,1.799,fashion_shopper
I0126516,U04848,E0274,electronics,342.76,2023-10-23,10,1,0,0.819,electronics_buyer
I0126517,U01647,F0453,fashion,220.9,2024-02-16,2,0,0,1.366,hybrid
I0126518,U03200,E0155,electronics,125.58,2023-01-25,1,0,0,0.617,electronics_buyer
I0126519,U00382,E0217,electronics,590.68,2024-05-10,5,0,0,0.563,electronics_buyer
I0126520,U04549,E0246,electronics,692.47,2023-10-21,10,0,0,0.927,electronics_buyer
I0126521,U07881,E0053,electronics,370.77,2024-04-07,4,1,0,0.87,electronics_buyer
I0126522,U08411,F0106,fashion,116.0,2023-08-06,8,0,0,1.242,hybrid
I0126523,U02066,F0224,fashion,280.38,2024-12-28,12,0,0,2.16,fashion_shopper
I0126524,U03958,F0257,fashion,65.72,2023-05-04,5,0,0,0.947,fashion_shopper
I0126525,U05032,E0235,electronics,1276.52,2024-03-04,3,0,0,0.516,electronics_buyer
I0126526,U06847,F0479,fashion,166.48,2023-11-09,11,1,1,2.19,fashion_shopper
I0126527,U00085,F0013,fashion,115.32,2023-03-12,3,0,0,0.937,fashion_shopper
I0126528,U08529,E0067,electronics,1391.54,2024-10-05,10,0,0,0.719,electronics_buyer
I0126529,U02291,F0404,fashion,179.07,2023-01-05,1,0,0,1.874,fashion_shopper
I0126530,U07983,F0300,fashion,233.6,2024-07-15,7,0,0,2.373,fashion_shopper
I0126531,U07707,E0045,electronics,492.44,2023-04-09,4,0,0,0.665,electronics_buyer
I0126532,U03487,F0340,fashion,221.62,2024-05-15,5,1,1,0.958,fashion_shopper
I0126533,U02168,E0128,electronics,984.02,2023-03-05,3,0,0,0.587,electronics_buyer
I0126534,U09749,F0033,fashion,102.0,2024-06-09,6,0,0,1.229,hybrid
I0126535,U04278,F0341,fashion,234.62,2023-02-22,2,0,0,0.952,fashion_shopper
I0126536,U08063,F0332,fashion,170.92,2023-01-30,1,1,0,1.642,fashion_shopper
I0126537,U06186,E0054,electronics,1203.6,2023-06-06,6,0,0,0.671,electronics_buyer
I0126538,U01266,F0361,fashion,65.88,2024-10-10,10,0,0,0.842,fashion_shopper
I0126539,U05883,F0292,fashion,160.12,2024-04-11,4,1,0,0.994,hybrid
I0126540,U01175,E0225,electronics,1088.86,2024-02-01,2,0,0,0.647,electronics_buyer
I0126541,U01859,E0064,electronics,811.95,2024-10-27,10,0,0,0.686,electronics_buyer
I0126542,U07225,F0379,fashion,242.8,2023-10-05,10,1,0,1.426,hybrid
I0126543,U08674,F0199,fashion,19.2,2024-09-20,9,0,0,0.683,fashion_shopper
I0126544,U01631,F0182,fashion,289.49,2023-09-20,9,0,0,0.737,fashion_shopper
I0126545,U00693,F0259,fashion,263.08,2024-04-30,4,0,0,1.136,fashion_shopper
I0126546,U06293,F0458,fashion,111.48,2023-07-17,7,0,0,1.816,fashion_shopper
I0126547,U07230,F0023,fashion,228.12,2023-10-07,10,0,0,0.667,fashion_shopper
I0126548,U08420,E0002,electronics,929.42,2023-10-27,10,0,0,0.944,electronics_buyer
I0126549,U06446,F0403,fashion,164.77,2023-04-26,4,0,0,1.331,hybrid
I0126550,U05553,E0139,electronics,1410.19,2024-12-29,12,0,0,2.695,electronics_buyer
I0126551,U05362,E0115,electronics,186.85,2023-08-17,8,0,0,1.692,electronics_buyer
I0126552,U07220,F0316,fashion,64.72,2023-09-29,9,0,0,1.104,hybrid
I0126553,U04534,E0143,electronics,559.15,2024-12-20,12,1,0,2.758,electronics_buyer
I0126554,U04264,E0022,electronics,1226.83,2023-04-26,4,0,0,0.988,electronics_buyer
I0126555,U01533,F0145,fashion,165.47,2024-08-09,8,0,0,1.871,fashion_shopper
I0126556,U04374,E0295,electronics,877.7,2023-12-18,12,0,0,2.373,electronics_buyer
I0126557,U09568,E0180,electronics,1352.36,2023-03-20,3,0,0,0.801,electronics_buyer
I0126558,U02180,F0019,fashion,63.47,2024-12-15,12,0,0,1.815,fashion_shopper
I0126559,U03509,F0037,fashion,277.79,2023-09-16,9,0,0,0.81,fashion_shopper
I0126560,U05532,E0063,electronics,584.79,2024-05-21,5,0,0,0.586,electronics_buyer
I0126561,U03410,F0052,fashion,151.09,2023-08-29,8,1,1,1.826,fashion_shopper
I0126562,U01835,E0029,electronics,1296.27,2023-02-16,2,0,0,0.647,electronics_buyer
I0126563,U01863,E0095,electronics,1463.76,2023-04-13,4,0,0,0.589,electronics_buyer
I0126564,U09185,E0213,electronics,1431.07,2024-11-12,11,0,0,2.49,electronics_buyer
I0126565,U04457,F0079,fashion,108.52,2023-03-03,3,0,0,0.974,fashion_shopper
I0126566,U01347,F0145,fashion,165.47,2023-04-14,4,0,0,1.098,fashion_shopper
I0126567,U08533,E0086,electronics,1373.94,2023-04-18,4,0,0,0.976,electronics_buyer
I0126568,U01396,F0178,fashion,287.18,2023-07-25,7,0,0,1.915,fashion_shopper
I0126569,U04412,E0239,electronics,577.56,2023-06-04,6,0,0,0.834,electronics_buyer
I0126570,U04574,E0063,electronics,584.79,2023-02-14,2,0,0,0.63,electronics_buyer
I0126571,U06313,F0350,fashion,55.66,2024-01-02,1,0,0,1.877,fashion_shopper
I0126572,U03843,F0373,fashion,15.97,2024-07-07,7,0,0,2.353,fashion_shopper
I0126573,U08882,F0471,fashion,263.19,2023-10-30,10,1,0,0.787,fashion_shopper
I0126574,U09245,F0088,fashion,145.97,2024-12-26,12,0,0,0.86,hybrid
I0126575,U03025,F0098,fashion,265.18,2023-12-08,12,0,0,2.192,fashion_shopper
I0126576,U05273,E0294,electronics,146.94,2024-07-01,7,0,0,0.552,electronics_buyer
I0126577,U06815,F0374,fashion,59.68,2023-06-14,6,0,0,2.194,fashion_shopper
